Title,Auction Name,Sheet id,Auction House,Make,Model,Variant,Lot,Reg,Start Time,Start Date,D.O.R,Fuel Type,Former Keepers,Transmission,Colour,MOT Expiry Date,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Mileage Warranted,MOT Due,Body Type,Additional information,General Condition,Tyres Condition,Inspection Report,Images,Damaged_images,Damage_details
Toyota,ebca,24,ProTruck,Toyota,Auris,1.6 VVTi T3 5dr MM,296,DG09OFY,15:00,-,29/03/2009,Petrol,7,SEMI AUTO,SILVER,07/01/2027,1,Margin,Here,"£1,325.00",£910.00,£525.00,0.2,,Warranted,07/01/2027,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '2', 'Last service date': '15/06/2011', 'Last service miles': '4,688', 'MOT Due': '07/01/2027', 'Former Keepers': '7', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '122', 'Gross Weight': '1750', 'Euro Status': '4', 'Euro': '4', 'CO2': '161', 'MPG Combined': '40.9', 'MPG Urban': '33.2', 'MPG Extra Urban': '47.9'}}","{
    ""Interior"": {
        ""Registration"": ""DG09OFY"",
        ""Registered"": ""29/03/2009"",
        ""Miles"": ""129,936 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""7"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""SEMI AUTO"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""07/01/2027"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""15/06/2011"",
        ""Last service miles"": ""4,688"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a31,325.00"",
        ""CAP Average"": ""\u00a3910.00"",
        ""CAP Below"": ""\u00a3525.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6770.pdf,,,
Vauxhall,ebca,24,ProTruck,Vauxhall,Corsa,1.2i 16V [85] SXi 3dr [AC],313,DS60WEC,15:00,-,27/01/2011,Petrol,3,MANUAL,SILVER,05/06/2026,2,Margin,Here,£390.00,£150.00,£150.00,0.1,,Warranted,05/06/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'none', 'MOT Due': '05/06/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '83', 'Gross Weight': '1575', 'Euro Status': '5', 'Euro': '5', 'CO2': '124', 'MPG Combined': '53.3', 'MPG Urban': '40.9', 'MPG Extra Urban': '64.2'}}","{
    ""Interior"": {
        ""Registration"": ""DS60WEC"",
        ""Registered"": ""27/01/2011"",
        ""Miles"": ""97,973 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""05/06/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1229"",
        ""Service history"": ""None"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a3390.00"",
        ""CAP Average"": ""\u00a3150.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6544.pdf,,,
Fiat,ebca,24,ProTruck,Fiat,Punto,1.2 Easy 5dr [Start Stop],253,DU63XYN,15:00,-,01/09/2013,Petrol,3,MANUAL,BLACK,22/08/2026,1,Margin,TBC,£940.00,£540.00,£225.00,0.1,,Warranted,22/08/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '5', 'Last service date': '04/12/2023', 'Last service miles': '65,625', 'MOT Due': '22/08/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '69', 'Gross Weight': '1590', 'Euro Status': '5', 'Euro': '5', 'CO2': '123', 'MPG Combined': '54.3', 'MPG Urban': '42.2', 'MPG Extra Urban': '64.2'}}","{
    ""Interior"": {
        ""Registration"": ""DU63XYN"",
        ""Registered"": ""01/09/2013"",
        ""Miles"": ""86,748 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""22/08/2026"",
        ""V5"": ""TBC"",
        ""Keys"": ""1"",
        ""CC"": ""1242"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""5"",
        ""Last service date"": ""04/12/2023"",
        ""Last service miles"": ""65,625"",
        ""Vendor"": ""SMC Motor Group"",
        ""CAP Clean"": ""\u00a3940.00"",
        ""CAP Average"": ""\u00a3540.00"",
        ""CAP Below"": ""\u00a3225.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6555.pdf,,,
Vauxhall,ebca,24,ProTruck,Vauxhall,Corsa,1.2i 16V Club 3dr [AC],251,DV58KXJ,15:00,-,27/11/2008,Petrol,3,MANUAL,SILVER,20/02/2026,1,Margin,Here,£310.00,£150.00,£150.00,0.1,,Warranted,20/02/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '5', 'Last service date': '24/12/2024', 'Last service miles': '75,875', 'MOT Due': '20/02/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '80', 'Gross Weight': '1575', 'Euro Status': '4', 'Euro': '4', 'CO2': '139', 'MPG Combined': '48.7', 'MPG Urban': '36.7', 'MPG Extra Urban': '60.1'}}","{
    ""Interior"": {
        ""Registration"": ""DV58KXJ"",
        ""Registered"": ""27/11/2008"",
        ""Miles"": ""92,495 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""20/02/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1229"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""5"",
        ""Last service date"": ""24/12/2024"",
        ""Last service miles"": ""75,875"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a3310.00"",
        ""CAP Average"": ""\u00a3150.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6856.pdf,,,
Fiat,ebca,24,ProTruck,Fiat,500x,1.4 Multiair Cross 5dr,309,EF15JVH,15:00,-,30/06/2015,Petrol,2,MANUAL,WHITE,17/10/2026,1,Margin,Buyer To Apply,"£2,200.00","£1,750.00","£1,300.00",0.1,,Warranted,17/10/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '2', 'Last service date': '29/01/2020', 'Last service miles': '40,692', 'MOT Due': '17/10/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '140', 'Euro Status': '6', 'Euro': '6', 'CO2': '139', 'MPG Combined': '47.1', 'MPG Urban': '36.2', 'MPG Extra Urban': '56.5'}}","{
    ""Interior"": {
        ""Registration"": ""EF15JVH"",
        ""Registered"": ""30/06/2015"",
        ""Miles"": ""121,810 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""17/10/2026"",
        ""V5"": ""Buyer To Apply"",
        ""Keys"": ""1"",
        ""CC"": ""1368"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""29/01/2020"",
        ""Last service miles"": ""40,692"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,200.00"",
        ""CAP Average"": ""\u00a31,750.00"",
        ""CAP Below"": ""\u00a31,300.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6751.pdf,,,
Renault,ebca,24,ProTruck,Renault,Clio,1.2 16V Dynamique TomTom 5dr,406,EJ12OTC,15:00,-,28/05/2012,Petrol,3,MANUAL,SILVER,28/01/2026,1,Margin,Buyer To Apply,£670.00,£290.00,£150.00,0.1,,Warranted,28/01/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '6', 'Last service date': '06/04/2024', 'Last service miles': '83,826', 'MOT Due': '28/01/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '75', 'Gross Weight': '1580', 'Euro Status': '5', 'Euro': '5', 'CO2': '135', 'MPG Combined': '48.7', 'MPG Urban': '37.2', 'MPG Extra Urban': '57.7'}}","{
    ""Interior"": {
        ""Registration"": ""EJ12OTC"",
        ""Registered"": ""28/05/2012"",
        ""Miles"": ""88,893 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""28/01/2026"",
        ""V5"": ""Buyer To Apply"",
        ""Keys"": ""1"",
        ""CC"": ""1149"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""6"",
        ""Last service date"": ""06/04/2024"",
        ""Last service miles"": ""83,826"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a3670.00"",
        ""CAP Average"": ""\u00a3290.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6797.pdf,,,
Ford,ebca,24,ProTruck,Ford,Focus,1.6 125 Zetec 5dr,405,EK12HZJ,15:00,-,04/04/2012,Petrol,3,MANUAL,SILVER,04/04/2026,1,Margin,Here,"£1,025.00",£610.00,£225.00,0.2,,Warranted,04/04/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '9', 'Last service date': '20/01/2022', 'Last service miles': '130,353', 'MOT Due': '04/04/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '123', 'Gross Weight': '1825', 'Euro Status': '5', 'Euro': '5', 'CO2': '136', 'MPG Combined': '47.9', 'MPG Urban': '35.3', 'MPG Extra Urban': '60.1'}}","{
    ""Interior"": {
        ""Registration"": ""EK12HZJ"",
        ""Registered"": ""04/04/2012"",
        ""Miles"": ""143,512 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""04/04/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1596"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""9"",
        ""Last service date"": ""20/01/2022"",
        ""Last service miles"": ""130,353"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a31,025.00"",
        ""CAP Average"": ""\u00a3610.00"",
        ""CAP Below"": ""\u00a3225.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6333.pdf,,,
DACIA,ebca,24,ProTruck,DACIA,SANDERO STEPWAY,1.5 dCi Laureate 5dr,262,EK15OEY,15:00,-,31/03/2015,Diesel,2,MANUAL,WHITE,23/11/2026,1,Margin,TBC,"£1,325.00",£930.00,£525.00,0.1,,Warranted,23/11/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '2', 'Last service date': '24/11/2022', 'Last service miles': '87,605', 'MOT Due': '23/11/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '90', 'Gross Weight': '1600', 'Euro Status': '5', 'Euro': '5', 'CO2': '105', 'MPG Combined': '70.6', 'MPG Urban': '61.4', 'MPG Extra Urban': '76.4'}}","{
    ""Interior"": {
        ""Registration"": ""EK15OEY"",
        ""Registered"": ""31/03/2015"",
        ""Miles"": ""132,702 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""23/11/2026"",
        ""V5"": ""TBC"",
        ""Keys"": ""1"",
        ""CC"": ""1461"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""24/11/2022"",
        ""Last service miles"": ""87,605"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a31,325.00"",
        ""CAP Average"": ""\u00a3930.00"",
        ""CAP Below"": ""\u00a3525.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6833.pdf,,,
Hyundai,ebca,24,ProTruck,Hyundai,I30,1.4 Active 5dr,361,EN12CXJ,15:00,-,01/07/2012,Petrol,2,MANUAL,BLACK,31/08/2026,2,Margin,Here,"£1,650.00","£1,250.00",£850.00,0.1,,Warranted,31/08/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Electronic / Online', 'Number of stamps': '1', 'Last service date': '28/08/2024', 'Last service miles': '114,000', 'MOT Due': '31/08/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '98', 'Gross Weight': '1820', 'Euro Status': '5', 'Euro': '5', 'CO2': '139', 'MPG Combined': '47.1', 'MPG Urban': '35.8', 'MPG Extra Urban': '57.7'}}","{
    ""Interior"": {
        ""Registration"": ""EN12CXJ"",
        ""Registered"": ""01/07/2012"",
        ""Miles"": ""121,619 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""31/08/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1396"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Electronic / Online"",
        ""Number of stamps"": ""1"",
        ""Last service date"": ""28/08/2024"",
        ""Last service miles"": ""114,000"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a31,650.00"",
        ""CAP Average"": ""\u00a31,250.00"",
        ""CAP Below"": ""\u00a3850.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5893.pdf,,,
Ford,ebca,24,ProTruck,Ford,Grand C-Max,2.0 TDCi Titanium 5dr,289,EO11FRL,15:00,-,03/03/2011,Diesel,2,MANUAL,BLACK,05/09/2026,2,Margin,Here,"£1,475.00","£1,075.00",£675.00,0.2,,Warranted,05/09/2026,MPV,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '8', 'Last service date': '06/09/2023', 'Last service miles': '74,730', 'MOT Due': '05/09/2026', 'Former Keepers': '2', 'Body Style': 'MPV', 'Hubs': 'Alloy', 'BHP': '138', 'Gross Weight': '2300', 'Euro Status': '5', 'Euro': '5', 'CO2': '139', 'MPG Combined': '53.3', 'MPG Urban': '42.8', 'MPG Extra Urban': '62.8'}}","{
    ""Interior"": {
        ""Registration"": ""EO11FRL"",
        ""Registered"": ""03/03/2011"",
        ""Miles"": ""96,341 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""05/09/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1997"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""8"",
        ""Last service date"": ""06/09/2023"",
        ""Last service miles"": ""74,730"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a31,475.00"",
        ""CAP Average"": ""\u00a31,075.00"",
        ""CAP Below"": ""\u00a3675.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6775.pdf,,,
Volkswagen,ebca,24,ProTruck,Volkswagen,Beetle,1.4 Luna 3dr,305,EO11OHB,15:00,-,08/03/2011,Petrol,2,MANUAL,BLACK,19/03/2026,1,Margin,Here,£450.00,£160.00,£150.00,0.1,,Warranted,19/03/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'none', 'MOT Due': '19/03/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '75', 'Gross Weight': '1650', 'CO2': '169', 'MPG Combined': '39.8', 'MPG Urban': '30.1', 'MPG Extra Urban': '48.7'}}","{
    ""Interior"": {
        ""Registration"": ""EO11OHB"",
        ""Registered"": ""08/03/2011"",
        ""Miles"": ""174,079 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""19/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1390"",
        ""Service history"": ""None"",
        ""Vendor"": ""Stratton Part Exchange"",
        ""CAP Clean"": ""\u00a3450.00"",
        ""CAP Average"": ""\u00a3160.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5540.pdf,,,
Peugeot,ebca,24,ProTruck,Peugeot,2008,1.2 PureTech Active 5dr,261,ET17CGG,15:00,-,29/07/2017,Petrol,2,MANUAL,WHITE,31/05/2026,2,Margin,Here,"£2,300.00","£1,875.00","£1,425.00",0.1,,Warranted,31/05/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '5', 'Last service date': '07/05/2025', 'Last service miles': '79,655', 'MOT Due': '31/05/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '82', 'Gross Weight': '1590', 'Euro Status': '6', 'Euro': '6', 'CO2': '114', 'MPG Combined': '57.7', 'MPG Urban': '47.1', 'MPG Extra Urban': '65.7'}}","{
    ""Interior"": {
        ""Registration"": ""ET17CGG"",
        ""Registered"": ""29/07/2017"",
        ""Miles"": ""85,886 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""31/05/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1200"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""5"",
        ""Last service date"": ""07/05/2025"",
        ""Last service miles"": ""79,655"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a32,300.00"",
        ""CAP Average"": ""\u00a31,875.00"",
        ""CAP Below"": ""\u00a31,425.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6795.pdf,,,
Toyota,ebca,24,ProTruck,Toyota,Previa,VVTI GS 8 STR,402,FA02VNM,15:00,-,12/07/2002,Petrol,1,AUTOMATIC,SILVER,31/07/2026,2,Margin,Here,£0.00,£0.00,£0.00,0.2,,Warranted,31/07/2026,MPV,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '23', 'Last service date': '16/07/2025', 'Last service miles': '105,718', 'MOT Due': '31/07/2026', 'Former Keepers': '1', 'Body Style': 'MPV', 'Hubs': 'Steel', 'BHP': '154', 'Gross Weight': '2400', 'CO2': '259', 'MPG Combined': '26.9', 'MPG Urban': '20', 'MPG Extra Urban': '33.2'}}","{
    ""Interior"": {
        ""Registration"": ""FA02VNM"",
        ""Registered"": ""12/07/2002"",
        ""Miles"": ""106,632 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""31/07/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""2362"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""23"",
        ""Last service date"": ""16/07/2025"",
        ""Last service miles"": ""105,718"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a30.00"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5710.pdf,,,
Mini,ebca,24,ProTruck,Mini,Hatchback,1.6 One 3dr,312,FE05WCV,15:00,-,01/03/2005,Petrol,4,MANUAL,BLUE,29/03/2026,2,Margin,Here,"£1,000.00",£750.00,£550.00,0.2,,Warranted,29/03/2026,Hatchback,"{'information': {'Keys': '2', 'MOT Due': '29/03/2026', 'Former Keepers': '4', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '89', 'Gross Weight': '1495', 'Euro Status': '4', 'Euro': '4', 'CO2': '164', 'MPG Combined': '41.5', 'MPG Urban': '29.4', 'MPG Extra Urban': '54.3'}}","{
    ""Interior"": {
        ""Registration"": ""FE05WCV"",
        ""Registered"": ""01/03/2005"",
        ""Miles"": ""83,595 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""4"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""29/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Vendor"": ""EMC Group"",
        ""CAP Clean"": ""\u00a31,000.00"",
        ""CAP Average"": ""\u00a3750.00"",
        ""CAP Below"": ""\u00a3550.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6238.pdf,,,
Toyota,ebca,24,ProTruck,Toyota,Avensis,1.8 V-matic TR Nav 5dr CVT Auto,314,FH11AKG,15:00,-,04/07/2011,Petrol,2,CVT,GREY,22/07/2026,,Margin,Here,"£2,375.00","£1,925.00","£1,475.00",0.2,,Warranted,22/07/2026,Estate,"{'information': {'Service history': 'yes', 'Number of stamps': '6', 'Last service date': '01/07/2017', 'Last service miles': '48,253', 'MOT Due': '22/07/2026', 'Former Keepers': '2', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '145', 'Gross Weight': '2020', 'Euro Status': '5', 'Euro': '5', 'CO2': '158', 'MPG Combined': '41.5', 'MPG Urban': '32.5', 'MPG Extra Urban': '49.6'}}","{
    ""Interior"": {
        ""Registration"": ""FH11AKG"",
        ""Registered"": ""04/07/2011"",
        ""Miles"": ""123,217 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""CVT"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""22/07/2026"",
        ""V5"": ""Here"",
        ""Keys"": """",
        ""CC"": ""1798"",
        ""Service history"": ""Yes"",
        ""Number of stamps"": ""6"",
        ""Last service date"": ""01/07/2017"",
        ""Last service miles"": ""48,253"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,375.00"",
        ""CAP Average"": ""\u00a31,925.00"",
        ""CAP Below"": ""\u00a31,475.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6608.pdf,,,
Toyota,ebca,24,ProTruck,Toyota,Yaris,VVTI T SPORT,295,FN02XNZ,15:00,-,01/03/2002,Petrol,9,MANUAL,BLUE,20/12/2026,1,Margin,Here,£0.00,£0.00,£0.00,0.1,,Warranted,20/12/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'none', 'MOT Due': '20/12/2026', 'Former Keepers': '9', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '105', 'Gross Weight': '1645', 'CO2': '167', 'MPG Combined': '40.4', 'MPG Urban': '31.7', 'MPG Extra Urban': '48.7'}}","{
    ""Interior"": {
        ""Registration"": ""FN02XNZ"",
        ""Registered"": ""01/03/2002"",
        ""Miles"": ""143,496 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""9"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""20/12/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1299"",
        ""Service history"": ""None"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a30.00"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6769.pdf,,,
Volkswagen,ebca,24,ProTruck,Volkswagen,Passat,2.0 TDI Bluemotion Tech SE 5dr,302,FT12TZS,15:00,-,28/05/2012,Diesel,6,MANUAL,SILVER,21/09/2026,1,Margin,Here,"£2,150.00","£1,750.00","£1,325.00",0.2,,Warranted,21/09/2026,Estate,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '11', 'Last service date': '11/01/2024', 'Last service miles': '111,832', 'MOT Due': '21/09/2026', 'Former Keepers': '6', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '138', 'Gross Weight': '2180', 'Euro Status': '5', 'Euro': '5', 'CO2': '120', 'MPG Combined': '61.4', 'MPG Urban': '50.4', 'MPG Extra Urban': '70.6'}}","{
    ""Interior"": {
        ""Registration"": ""FT12TZS"",
        ""Registered"": ""28/05/2012"",
        ""Miles"": ""129,783 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""6"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""21/09/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1968"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""11"",
        ""Last service date"": ""11/01/2024"",
        ""Last service miles"": ""111,832"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a32,150.00"",
        ""CAP Average"": ""\u00a31,750.00"",
        ""CAP Below"": ""\u00a31,325.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6545.pdf,,,
